Iteration,SMILES,Modification,Docking Score,SA Score,QED Score,Molecular Weight,Validity
0,CN1CCN(C2=C(NC(C3=CC=CC=C3Cl)=O)C=C([N+]([O-])=O)C=C2)CC1,Initial SMILES,-6.7,1.9734562544794656,0.6560834603688163,374.82800000000015,Valid
1,CN1CCN(C2=C(NC(C3=CC=CC=C3Cl)=O)C=C(C#N)C=C2)CC1,Replaced the nitro group (-NO2) with a cyano group (-CN),-7.7,1.9981678125580071,0.9190107454561185,354.8410000000001,Valid
2,CN1CCN(C2=C(NC(C3=CC=CC=C3F)=O)C=C(C#N)C=C2)CC1,Replaced the chlorine atom with a fluorine atom,-7.6,2.0168269674875834,0.9347551137296229,338.38600000000014,Valid
3,CN1CCN(C2=C(NS(C3=CC=CC=C3F)=O)C=C(C#N)C=C2)CC1,Replaced the carbonyl group (C=O) with a sulfonyl group (SO2),-6.9,3.071138055741722,0.9126516730943489,358.4420000000001,Valid
4,CN1CCN(C2=C(NS(C3=CC=CC=C3CF3)=O)C=C(C#N)C=C2)CC1,Replaced the fluorine atom with a trifluoromethyl group (-CF3),0.0,0.0,0.0,0.0,Invalid
5,CN1CCN(C2=C(NS(C3=CC=CC=C3OCH3)=O)C=C(C#N)C=C2)CC1,Replaced the fluorine atom with a methoxy group (-OCH3),0.0,0.0,0.0,0.0,Invalid
6,CN1CCN(C2=C(NS(C3=CC=CC=C3OH)=O)C=C(C#N)C=C2)CC1,Replaced the fluorine atom with a hydroxyl group (-OH),0.0,0.0,0.0,0.0,Invalid
7,CN1CCN(C2=C(NS(C3=CC=CC=C3CH3)=O)C=C(C#N)C=C2)CC1,Replaced the fluorine atom with a methyl group (-CH3),0.0,0.0,0.0,0.0,Invalid
8,CN1CCN(C2=C(NS(C3=CC=CC=C3Br)=O)C=C(C#N)C=C2)CC1,Replaced the fluorine atom with a bromine atom,-6.5,3.1192349138132274,0.827182718384368,419.3480000000002,Valid
9,CN1CCN(C2=C(NS(C3=CC=CC=C3Br)=O)C=C(NH2)C=C2)CC1,Replaced the cyano group (-CN) with an amino group (-NH2),0.0,0.0,0.0,0.0,Invalid
10,CN1CCN(C2=C(NS(C3=CC=CC=C3Br)=O)C=C(OH)C=C2)CC1,Replaced the cyano group (-CN) with a hydroxyl group (-OH),0.0,0.0,0.0,0.0,Invalid
11,CN1CCN(C2=C(NS(C3=CC=CC=C3Br)=O)C=C(OCH3)C=C2)CC1,Replaced the cyano group (-CN) with a methoxy group (-OCH3),0.0,0.0,0.0,0.0,Invalid
12,CN1CCN(C2=C(NS(C3=CC=CC=C3Br)=O)C=C(CF3)C=C2)CC1,Replaced the cyano group (-CN) with a trifluoromethyl group (-CF3),0.0,0.0,0.0,0.0,Invalid
13,CN1CCN(C2=C(NC(C3=CC=CC=C3Br)=O)C=C(C#N)C=C2)CC1,Replaced the sulfonyl group (SO2) with a carbonyl group (C=O),-7.1,2.071062937151723,0.8605316279133783,399.2920000000002,Valid
14,CN1CCN(C2=C(NC(C3=CC=CC=C3I)=O)C=C(C#N)C=C2)CC1,Replaced the bromine atom with an iodine atom,-6.7,2.150327292514671,0.736612812760532,446.2920000000002,Valid
15,CN1CCN(C2=C(NC(C3=CC=CC=C3I)=O)C=C([N+]([O-])=O)C=C2)CC1,Replaced the cyano group (-CN) with a nitro group (-NO2),-7.0,2.121446981560604,0.4256439530315705,466.2790000000002,Valid
16,CN1CCN(C2=C(NC(C3=CC=CC=C3Cl)=O)C=C([N+]([O-])=O)C=C2)CC1,Replaced the iodine atom with a chlorine atom,-6.7,1.9734562544794656,0.6560834603688163,374.82800000000015,Valid
17,CN1CCN(C2=C(NC(C3=CC=CC=C3F)=O)C=C([N+]([O-])=O)C=C2)CC1,Replaced the iodine atom with a fluorine atom,-6.6,1.9916041996849465,0.6715645765976433,358.37300000000016,Valid
18,CN1CCN(C2=C(NC(C3=CC=CC=C3CF3)=O)C=C([N+]([O-])=O)C=C2)CC1,Replaced the fluorine atom with a trifluoromethyl group (-CF3),0.0,0.0,0.0,0.0,Invalid
19,CN1CCN(C2=C(NC(C3=CC=CC=C3OCH3)=O)C=C([N+]([O-])=O)C=C2)CC1,Replaced the fluorine atom with a methoxy group (-OCH3),0.0,0.0,0.0,0.0,Invalid
20,CN1CCN(C2=C(NC(C3=CC=CC=C3OH)=O)C=C([N+]([O-])=O)C=C2)CC1,Replaced the fluorine atom with a hydroxyl group (-OH),0.0,0.0,0.0,0.0,Invalid
